pH,Temprature,Taste,Odor,Fat ,Turbidity,Colour,Grade
6.851,42.57,0.023,-0.012,1.021,0.02,254.697,medium
6.523,48.825,-0.022,-0.012,0.072,0.898,250.7,low
6.551,49.337,0.078,-0.006,0.018,0.087,254.757,low
6.549,35.448,0.004,0.958,0.965,0.922,255.02,high
6.884,50.496,-0.097,-0.089,0.985,-0.005,254.747,low
6.573,43.77,0.936,0.052,1.034,1.088,250.636,high
6.57,38.268,1.029,0.094,1.006,-0.02,254.21,high
6.54,38.581,0.039,-0.078,0.949,0.051,254.509,medium
6.542,54.548,0.979,0.009,1.024,-0.061,245.654,low
6.482,45.399,-0.007,1.016,0.121,-0.015,254.732,medium
6.453,39.882,0.97,-0.002,-0.103,-0.064,251.091,medium
6.758,44.846,0.999,0.044,0.919,-0.072,250.324,high
6.573,56.581,0.062,0.012,0.019,0.993,255.164,low
6.469,49.676,0.961,0.045,0.927,-0.054,246.231,low
6.425,38.533,1.032,0.081,1.046,1.075,255.307,high
6.546,39.353,-0.04,0.035,-0.024,-0.009,255.196,medium
6.552,35.756,0.033,0.977,0.966,0.986,245.024,low
6.649,39.877,1.046,0.033,-0.056,-0.023,254.464,medium
6.424,39.597,0.994,1.056,0.935,0.982,255.61,high
6.605,43.987,-0.017,-0.027,1.041,-0.031,249.879,medium
6.449,39.833,-0.024,0.022,0.958,0.026,250.867,medium
6.609,38.388,0.03,1.033,1.03,1.013,253.991,high
6.527,46.075,1.007,0.043,0.056,0.965,255.526,medium
6.823,40.687,0.936,0.995,0.992,-0.016,255.042,high
6.642,45.06,0.981,0.075,-0.045,-0.032,246.266,medium
6.569,42.883,-0.01,0.047,-0.008,0.896,250.526,medium
6.6,33.594,1.019,-0.092,1.025,-0.06,254.659,high
6.634,36.237,0.046,1.038,0.06,1.073,253.413,high
8.531,69.11,1.089,0.897,0.934,1.064,246.143,low
9.58,33.856,0.94,1.077,0.037,1.07,254.478,low
6.675,36.68,-0.092,-0.02,-0.0,0.035,254.412,medium
6.569,36.554,1.07,1.005,1.028,1.079,254.521,high
5.507,43.234,0.963,0.098,0.976,0.908,249.915,low
4.475,61.075,0.042,1.082,1.035,0.947,249.89,low
8.016,65.536,1.088,-0.059,0.929,0.969,256.103,low
6.705,44.574,0.936,0.956,-0.055,0.049,246.234,medium
6.686,44.191,1.021,1.038,0.997,0.147,244.424,medium
5.513,49.075,-0.032,1.066,0.955,1.072,255.063,low
8.47,54.768,0.032,0.982,0.943,1.056,253.755,low
7.306,90.058,1.011,0.014,0.981,1.034,255.618,low
6.574,45.624,-0.05,0.971,1.015,0.989,254.684,high
6.512,38.086,1.04,0.031,-0.053,0.019,254.998,medium
4.691,38.546,1.059,-0.075,0.967,-0.032,254.881,low
2.906,41.163,0.94,0.932,0.963,1.035,254.914,low
9.07,41.876,0.958,0.018,1.005,1.074,249.594,low
6.848,40.377,1.076,0.024,0.95,0.016,245.733,medium
6.465,46.24,-0.019,1.021,1.066,1.08,250.131,high
6.533,35.707,0.016,0.001,1.038,0.003,255.359,medium
4.482,39.498,0.052,1.097,0.948,0.996,256.171,low
6.627,46.077,0.956,1.079,0.972,0.966,244.962,high
6.972,34.422,0.927,0.032,1.017,-0.019,245.608,medium
6.526,35.263,0.079,0.96,1.013,-0.062,253.444,high
8.432,69.731,0.014,0.008,0.005,-0.077,246.083,low
6.552,33.937,0.056,0.023,-0.037,0.976,239.613,medium
6.319,36.298,0.018,-0.038,-0.027,-0.1,244.207,medium
6.531,36.495,1.023,-0.1,0.982,0.094,255.298,high
6.309,44.574,0.095,0.978,0.051,-0.028,240.203,medium
6.521,39.667,-0.015,1.086,0.054,1.06,249.476,low
6.762,42.192,0.976,0.919,1.011,0.973,255.946,high
6.612,39.885,1.018,-0.118,0.048,-0.052,247.667,medium
6.648,48.934,0.969,1.063,0.985,-0.026,245.313,low
8.716,54.766,0.077,1.007,0.065,0.029,254.88,low
7.497,65.287,-0.0,-0.003,0.055,0.065,254.915,low
6.708,41.652,-0.075,0.008,0.007,-0.037,254.74,medium
6.458,36.946,0.906,1.1,0.979,0.956,254.736,high
6.823,37.299,-0.039,0.075,0.07,0.062,255.244,medium
2.892,40.295,0.981,-0.013,0.06,0.023,255.39,low
8.987,43.972,1.042,0.993,1.043,1.002,247.519,low
6.75,40.342,0.979,1.054,0.947,0.824,256.157,high
6.676,43.9,-0.021,-0.045,-0.001,0.958,249.121,medium
6.422,36.882,-0.05,-0.015,-0.055,-0.031,247.417,medium
6.573,39.392,0.092,-0.005,-0.008,-0.058,254.895,medium
6.799,44.857,1.024,1.059,1.048,-0.017,246.004,high
6.349,36.502,0.004,0.02,0.027,-0.009,254.492,medium
6.867,45.513,-0.013,0.04,1.003,-0.024,255.596,medium
6.348,37.306,1.064,-0.006,1.04,-0.007,255.23,medium
6.643,38.71,1.108,0.092,0.961,-0.038,254.508,high
6.608,45.288,-0.093,0.035,-0.036,0.916,254.745,medium
6.859,44.426,0.982,0.957,0.953,0.901,244.795,high
6.554,34.347,0.981,0.003,0.896,-0.017,245.389,medium
6.744,35.273,-0.02,0.991,1.016,-0.038,253.268,high
6.888,35.249,0.024,0.003,0.085,0.981,240.234,medium
6.645,45.668,-0.144,1.094,-0.041,0.033,239.253,medium
6.849,41.489,-0.073,0.067,1.034,-0.064,254.775,medium
6.601,50.643,0.027,0.09,-0.002,0.972,249.26,low
6.731,50.82,-0.069,-0.029,-0.09,-0.095,255.348,low
6.329,33.97,0.081,1.027,0.983,1.037,254.688,high
6.567,50.952,-0.013,-0.01,0.99,0.065,254.814,low
6.536,43.356,0.987,-0.022,0.927,0.945,250.404,high
6.678,37.071,1.089,-0.075,0.936,-0.047,255.628,high
6.653,39.966,-0.045,0.048,0.951,0.063,255.072,medium
6.604,55.453,1.016,0.055,1.149,0.043,246.306,low
6.553,46.391,-0.084,0.92,-0.008,-0.004,256.366,medium
6.369,39.804,1.024,-0.009,0.054,0.041,250.447,medium
6.809,41.706,1.066,-0.001,0.994,-0.061,250.311,high
6.833,56.129,0.039,0.061,0.008,1.044,255.218,low
6.543,50.278,1.096,-0.033,1.001,-0.021,245.859,low
6.605,39.89,0.916,0.067,1.094,0.981,255.028,high
6.463,40.856,0.001,0.071,-0.031,-0.004,255.644,medium
6.725,37.869,-0.028,0.97,0.97,0.953,244.602,low
6.538,41.318,0.936,0.005,0.001,0.029,254.703,medium
6.532,40.064,0.963,0.991,0.997,1.124,254.29,high
6.451,42.395,0.081,-0.014,1.001,-0.029,250.156,medium
6.456,39.3,-0.075,0.027,1.009,-0.052,249.602,medium
6.576,38.675,-0.034,0.957,1.036,1.033,255.617,high
6.729,45.668,1.086,0.013,0.009,1.007,255.24,medium
6.564,41.306,1.004,1.002,1.009,-0.051,254.327,high
6.75,44.53,1.02,0.002,0.011,0.029,246.091,medium
6.459,42.61,-0.005,-0.016,0.0,1.023,250.129,medium
6.575,44.039,0.091,1.117,0.03,-0.033,239.802,medium
6.641,34.409,0.962,0.028,1.048,0.006,253.253,high
4.352,40.077,0.061,0.984,1.044,1.046,255.183,low
6.714,40.053,0.089,0.947,0.025,0.988,249.507,low
