pH,Temprature,Taste,Odor,Fat ,Turbidity,Colour,Grade
6.7,47,0,0,1,0,243,low
7.1,51,0,1,1,1,240,high
6.7,34,1,0,1,0,244,medium
6.3,34,1,0,1,1,252,medium
7,50,0,1,0,1,242,low
9.2,39,0,1,1,0,240,medium
7.1,34,1,0,1,0,248,medium
7.1,43,0,1,0,0,246,low
7,37,0,1,0,1,253,medium
7.1,38,1,1,1,0,250,high
7.1,35,0,0,1,0,240,high
7.1,34,0,0,0,1,246,medium
9.2,45,1,0,1,0,247,medium
6.9,54,1,1,1,0,245,high
6.5,46,0,0,1,1,240,low
6.9,42,1,1,1,1,252,medium
6.8,51,1,1,1,0,240,low
6.9,37,0,0,1,1,246,medium
6.5,71,0,1,1,1,240,low
6.6,34,1,0,1,0,255,medium
6.5,34,1,1,0,0,240,low
7,44,1,0,1,1,251,low
7,44,1,0,1,1,252,medium
7.1,41,0,0,0,0,240,high
6.9,43,0,1,0,1,253,low
6.9,38,1,0,1,1,251,high
6.3,46,0,1,1,0,240,low
7.1,34,0,1,1,0,240,low
6.9,48,1,1,1,0,240,medium
7.1,34,0,0,0,0,254,medium
6.6,43,1,0,0,0,255,low
6.5,34,1,1,0,0,243,high
9.5,34,1,0,0,1,244,medium
7.1,34,0,1,1,1,240,low
8.8,34,0,1,1,0,247,medium
9.5,34,1,0,0,0,241,medium
7,34,0,0,0,0,244,medium
9.5,38,1,0,1,0,248,low
6.6,65,0,0,1,0,240,medium
6.9,50,1,1,0,0,255,high
7.8,41,0,0,0,0,240,medium
7,36,1,0,1,0,244,high
6.5,37,1,1,1,1,240,high
4.7,34,1,0,1,0,240,high
6.8,88,0,0,1,0,240,low
7,34,1,0,1,0,240,high
6.8,39,1,0,1,0,240,medium
7.1,37,0,1,1,1,240,medium
7.1,34,0,1,0,0,242,medium
6.7,34,1,1,0,0,241,medium
6.8,40,0,0,0,1,246,medium
6.9,42,0,1,1,0,240,medium
6.3,34,0,0,1,0,245,high
6.9,44,1,0,0,1,248,high
7.1,36,0,0,0,0,241,low
6.8,37,0,0,1,0,252,low
7.9,35,0,0,0,1,241,high
7.2,34,0,0,1,1,240,high
6.9,34,0,0,1,1,245,low
6.6,40,0,0,1,0,242,low
7.2,35,0,0,0,1,241,low
9.5,43,1,0,1,1,247,high
6.5,34,1,1,1,0,240,high
6.9,34,1,1,0,1,253,low
9.3,53,0,0,1,0,248,high
6.3,34,0,0,1,0,240,low
7.1,34,0,1,0,0,241,low
6.8,39,0,1,0,1,242,high
3,37,0,1,1,1,240,high
6.5,34,0,1,1,0,245,low
7.2,34,1,1,0,0,253,medium
6.9,34,1,0,0,0,241,high
7,34,1,0,1,0,240,medium
6.4,34,0,0,0,0,243,low
6.9,34,0,0,0,0,253,medium
3.4,34,1,1,0,0,240,medium
5.5,37,1,0,1,0,244,medium
6.9,37,0,0,0,1,240,medium
6.8,42,1,0,0,1,245,low
7.5,39,1,1,1,0,240,high
6.6,44,0,1,1,0,240,high
9.5,34,0,1,1,0,252,medium
6.9,41,0,0,1,0,249,low
6,34,1,0,1,0,241,medium
6.8,34,1,0,1,0,254,medium
7,47,0,0,1,0,253,low
6.9,34,1,1,0,1,241,high
6.6,71,1,0,1,1,255,medium
6.5,39,1,1,0,0,252,medium
7,42,0,0,1,1,242,high
6.9,82,1,0,0,0,251,high
7,55,0,0,0,0,245,medium
6.7,41,0,1,0,0,255,medium
7,47,0,0,0,0,252,high
7,46,1,0,1,1,253,medium
6.7,34,0,1,1,0,254,low
6.4,36,0,0,1,0,252,medium
7,44,1,1,1,0,255,medium
7.2,41,1,1,1,0,245,high
6.7,34,1,1,0,0,240,low
7.1,35,0,1,1,0,253,medium
7.2,34,0,0,1,0,249,medium
6.9,34,0,0,1,0,253,low
6.3,42,0,0,1,0,242,low
8.4,34,1,0,1,1,240,low
6.8,34,1,0,1,1,252,low
6.8,65,1,0,0,0,247,medium
9.1,40,1,0,0,1,249,low
6.9,43,0,0,1,0,241,high
7,38,0,0,1,0,252,medium
6.7,41,1,0,1,1,255,high
6.9,49,0,1,0,1,243,high
7,35,1,1,1,0,254,medium
6.9,34,0,1,1,0,249,high
7,66,0,1,0,1,240,high
7,34,0,0,0,0,246,medium
6.7,86,0,1,1,0,242,medium
6.9,47,1,0,1,0,242,medium
8.6,36,0,0,1,1,254,high
7.1,37,0,1,0,0,248,medium
7,34,0,0,0,1,240,low
6.5,40,0,0,1,1,253,medium
7,34,0,0,1,0,253,medium
7,40,0,0,1,1,240,high
6.8,42,1,0,0,0,252,medium
6.6,48,0,0,0,0,252,medium
7,34,1,1,1,0,251,low
6.8,50,1,0,0,1,253,medium
6.4,37,1,0,0,0,252,medium
6.1,34,1,1,0,1,243,low
6.6,34,0,1,1,1,240,high
9.5,50,0,0,0,1,252,high
6.6,47,1,1,0,0,240,medium
6.6,58,1,1,0,1,254,low
6.3,37,0,0,1,0,253,medium
6.9,35,0,1,1,1,247,low
7.1,36,0,1,0,0,241,high
9.5,34,1,1,1,0,255,medium
8.1,42,1,0,0,1,251,medium
6.8,34,0,0,1,0,240,medium
7,39,0,0,1,0,242,medium
7.1,44,0,1,1,0,246,medium
9,34,0,1,0,0,254,high
6.6,36,0,0,0,1,245,high
6.2,34,1,0,1,0,243,high
6.3,40,0,1,0,1,255,medium
6.7,44,0,0,1,0,252,high
7.2,41,1,0,1,0,248,low
6.8,41,1,0,0,1,243,low
6.9,34,0,1,0,0,240,high
6.7,46,0,0,1,0,252,high
9,34,1,0,0,1,255,high
6.9,41,1,0,1,0,241,high
9.5,43,1,1,1,0,248,medium
9,35,0,1,1,1,246,low
7,41,1,0,0,1,240,low
6.7,34,1,1,1,0,242,high
7.2,34,0,1,1,1,240,medium
6.9,38,0,0,0,1,240,high
8.5,34,0,1,1,0,240,high
6.8,34,0,1,1,1,242,medium
6.9,35,0,0,1,0,240,medium
6.8,36,1,0,0,1,253,medium
6.9,34,1,1,1,0,240,medium
6.7,43,1,0,0,0,240,medium
6.9,36,0,0,1,0,249,low
7.1,34,0,0,0,0,255,low
6.6,38,0,1,1,0,240,high
4.8,34,1,1,1,1,252,high
6.4,34,1,1,0,0,240,medium
8.7,34,0,0,0,0,253,low
7.1,37,0,1,1,0,240,medium
6.9,38,0,1,0,1,245,high
6.6,37,1,0,1,0,251,low
6.9,34,0,0,1,0,243,medium
6.9,34,0,0,1,1,241,medium
7.3,36,1,0,1,0,246,low
8,34,0,0,0,0,245,high
8.5,36,0,1,1,0,253,high
6.6,34,0,0,0,1,242,medium
7.2,34,1,0,0,1,252,medium
3.9,37,1,1,0,1,245,medium
9.5,53,0,0,0,0,253,high
7,49,0,0,1,0,255,high
6.6,34,1,1,0,0,240,medium
6.8,36,1,0,1,0,245,low
7.7,39,0,0,1,0,254,high
8.5,36,0,0,0,0,253,medium
6.8,37,0,1,1,1,240,medium
7,38,0,0,1,1,243,medium
7.1,42,1,0,1,1,240,high
6.8,34,1,0,0,1,251,low
7.3,35,0,0,1,0,240,medium
6.9,38,1,0,1,1,242,low
9.5,34,0,1,0,1,241,high
7.3,40,0,1,1,0,240,medium
7.9,34,1,0,1,0,240,medium
6.8,44,0,1,1,1,240,medium
6.9,43,1,1,0,1,240,medium
7.1,35,0,0,0,0,240,low
6.8,34,0,1,1,1,240,high
6.7,34,0,0,1,0,252,high
6.7,37,1,1,0,0,252,high
9.5,47,0,0,1,0,245,low
6.9,46,0,0,0,1,253,medium
6.5,35,1,0,1,0,252,low
6.9,44,1,0,0,1,243,medium
6.8,48,0,0,1,0,247,medium
7.1,36,1,1,1,0,253,high
7.1,34,1,0,0,0,240,high
7.8,36,0,1,1,0,242,medium
6.2,41,0,1,0,0,253,medium
6.7,34,0,0,0,0,255,high
6.8,45,1,0,1,1,243,high
6.7,48,0,0,0,1,249,low
6.9,34,0,0,1,1,255,medium
3,42,1,1,1,1,249,medium
7.2,53,0,1,1,1,240,low
7.1,34,0,0,0,0,242,low
7.1,43,1,0,1,1,253,high
6.7,36,0,0,0,1,246,low
6.5,43,1,0,0,0,251,low
6.9,38,1,0,1,0,246,low
6.5,34,1,0,1,1,246,high
7.1,34,1,1,1,1,240,high
9.5,38,1,0,1,1,246,low
6.7,49,0,0,0,1,251,high
7.1,45,0,0,0,1,240,low
6.7,38,1,1,0,0,245,medium
9.5,42,1,0,0,0,250,high
6.9,41,0,0,1,0,240,high
6.6,42,1,1,1,1,247,high
7,34,1,0,0,0,248,medium
6.7,34,0,0,1,1,240,low
6.7,36,0,0,0,0,255,low
7.7,39,1,0,1,0,240,medium
7.3,34,1,0,0,1,240,high
6.9,40,1,1,0,1,240,low
9.5,34,0,0,1,1,253,medium
6.4,41,1,0,1,0,240,high
7.1,40,1,0,1,1,255,medium
6.9,37,0,0,0,0,251,high
8.7,34,0,1,1,1,244,high
6.9,50,1,0,1,0,240,medium
7.2,35,0,1,0,1,253,low
6.9,34,0,0,1,0,246,high
6.8,34,1,1,1,0,252,low
6.9,36,0,0,1,0,255,medium
6.9,49,0,0,1,1,245,high
4.3,43,1,0,1,0,240,medium
7.1,35,0,0,1,0,241,medium
7.1,35,0,1,1,1,242,high
7.1,34,1,0,1,0,242,medium
6.9,34,0,1,1,0,250,medium
7.1,40,0,0,1,1,240,medium
6.6,38,0,0,1,1,252,medium
7.2,34,0,0,1,0,245,medium
9,34,0,0,1,0,245,medium
6.9,41,1,0,0,0,240,low
6.6,34,0,1,1,0,241,medium
6.5,36,1,0,1,0,243,high
6.5,54,1,0,1,0,252,high
7.1,44,0,0,0,0,254,high
6.5,49,1,1,0,1,240,high
6.7,37,1,0,0,1,242,medium
6.9,40,0,0,1,1,240,low
6.5,38,0,0,0,1,240,medium
6.5,42,0,0,1,0,252,medium
6.2,34,0,1,1,1,243,low
6.9,41,0,1,1,0,251,high
9.3,50,1,0,1,0,243,medium
7.5,39,0,0,1,0,248,medium
9.5,52,0,0,1,0,244,low
6.9,34,0,1,1,0,247,medium
6.2,35,1,0,1,0,248,low
7,34,1,0,1,1,255,medium
7,40,0,1,1,0,240,low
6.4,46,0,1,0,0,251,low
6.6,43,1,1,0,0,242,low
6.9,37,1,1,0,0,251,low
7.2,52,0,0,1,0,240,high
9.5,37,0,1,1,1,240,low
9.5,38,0,0,0,0,254,medium
6.6,34,0,1,0,1,246,high
6.9,34,0,1,1,0,250,high
6.6,47,1,1,1,1,240,high
7.1,34,1,1,0,0,242,medium
6.5,37,0,0,0,0,254,medium
9.5,39,0,0,1,1,254,medium
6.7,34,0,0,1,1,255,medium
7.2,38,0,1,1,1,253,low
7.9,42,0,1,1,1,253,medium
7.1,49,0,1,1,0,243,medium
6.7,51,0,1,1,1,252,medium
6.9,41,1,1,1,0,253,medium
7.1,40,1,1,0,0,255,medium
7,34,0,0,0,1,240,medium
9.5,61,1,0,1,0,252,low
7,39,0,1,1,0,250,high
7,41,1,0,0,1,252,high
6.6,34,0,0,0,1,240,high
6.8,43,0,1,1,1,252,high
7.1,34,1,1,0,1,245,medium
6.8,41,1,0,0,1,240,high
7.2,34,1,0,0,1,240,medium
7,34,1,0,0,0,242,medium
7,55,1,1,1,0,247,high
7.1,34,1,0,0,0,249,low
6.5,40,0,0,1,1,253,high
8.4,34,1,0,0,0,251,high
7.1,44,1,0,1,0,241,high
6.9,38,0,0,0,1,241,medium
6.9,34,1,0,1,0,240,low
6.6,34,0,0,1,0,243,low
6.6,34,1,1,0,0,250,low
6.4,34,0,0,1,0,253,low
6.9,34,1,0,1,0,244,medium
6.5,34,1,1,0,1,254,high
6.7,55,0,0,1,1,252,medium
7.2,56,0,1,0,1,240,medium
6.7,37,1,0,1,1,240,medium
6.2,37,1,0,1,1,253,medium
6.9,34,1,0,1,0,244,high
7.1,70,0,1,0,0,240,medium
5.3,41,1,0,0,0,244,medium
6.8,41,0,0,0,0,242,medium
6.9,34,1,1,1,1,240,low
6.6,37,0,0,1,0,246,medium
6.9,40,1,1,1,1,249,high
6.2,34,0,0,1,1,240,medium
6.9,38,1,0,0,0,252,medium
7.2,51,1,1,0,0,254,high
6.4,34,0,1,0,1,252,low
8.9,34,0,0,1,0,240,medium
7,34,1,1,1,1,251,high
9.2,34,1,0,1,0,242,low
6.9,34,0,0,0,1,247,medium
6.7,35,0,0,0,1,253,low
6.9,39,0,0,1,1,242,medium
7,34,1,0,1,0,253,medium
6.5,34,1,1,0,0,249,medium
6.9,34,1,0,0,1,245,low
6.3,54,0,0,0,0,245,low
7,36,0,1,1,1,248,medium
6.8,34,0,0,1,1,253,medium
6.7,35,0,0,0,0,255,medium
6.8,36,0,1,1,1,244,medium
5.2,49,0,0,0,1,249,high
7.9,40,1,1,1,0,240,medium
9.5,34,0,1,0,0,255,medium
6.9,62,0,0,1,0,240,medium
7.1,45,0,0,1,0,247,high
6.2,43,1,0,1,1,244,medium
6.4,39,0,1,1,0,240,medium
8.2,39,1,1,1,0,243,high
7,48,0,1,1,1,240,low
7.1,35,0,0,1,0,240,low
7.1,34,0,0,1,1,253,medium
7.2,34,0,1,0,1,240,medium
6.7,35,0,1,1,1,240,low
6.9,44,0,1,1,1,244,high
6.4,42,0,0,0,0,252,low
6.9,37,0,0,0,0,253,high
7.1,35,0,1,0,0,247,low
6.7,47,0,0,1,1,247,medium
5.1,34,0,1,1,0,245,high
6.9,34,0,0,1,0,247,medium
6.8,34,1,1,0,0,240,high
3.7,38,1,0,1,1,245,high
7.2,40,0,0,0,1,240,low
7,34,0,1,1,0,240,high
6.9,48,0,0,0,1,241,low
6.6,40,1,0,1,0,255,high
6.3,34,1,1,1,0,240,high
6.3,40,1,0,1,1,252,high
6.4,36,1,0,0,0,246,high
8.4,38,0,1,1,1,240,high
7.1,42,0,1,0,1,254,low
8.2,45,1,0,0,0,243,medium
7,34,0,1,1,0,247,medium
7.3,46,1,0,1,1,255,low
6.9,46,1,0,0,0,254,low
6.9,34,1,1,1,1,252,medium
9.3,34,0,0,0,0,246,medium
7.2,39,0,0,1,1,245,high
7,42,0,1,1,0,242,high
6.9,42,0,1,1,1,240,medium
4.6,36,1,0,1,0,250,medium
6.6,41,1,1,0,0,245,high
7.1,34,1,1,1,1,253,low
6.6,35,1,1,1,1,240,medium
6.5,35,1,1,1,1,255,medium
6.4,34,0,0,1,0,243,medium
7,45,0,0,0,0,240,high
6.7,34,0,1,0,0,253,medium
6.9,34,0,0,1,1,255,high
6.6,34,0,1,0,1,244,high
6.5,36,0,0,1,0,255,high
6.4,41,0,1,1,1,240,high
7.1,49,1,0,0,1,252,medium
7.1,45,0,1,1,1,252,high
9.5,34,0,0,1,1,254,high
7.1,39,0,0,1,1,240,high
7.1,34,0,0,0,1,245,low
6.7,34,1,0,1,1,240,low
9.4,45,0,1,1,0,251,high
7.1,45,0,0,1,0,250,high
9,34,0,0,1,1,240,low
9.5,34,0,0,0,0,244,high
6.8,42,0,0,0,1,255,high
6.4,34,1,0,0,0,242,medium
6.8,34,1,1,0,1,253,high
6.9,36,0,1,1,1,248,medium
6.6,34,1,0,0,1,254,medium
7.1,38,0,1,1,1,254,medium
7,34,1,1,1,0,253,medium
6.7,42,0,0,1,1,242,low
7.1,44,1,0,1,1,240,medium
6.6,34,0,0,0,0,252,medium
9.5,34,1,0,1,0,255,low
7.2,43,1,0,1,1,240,high
6.4,35,0,1,1,0,243,medium
7.1,50,0,0,1,0,251,medium
6.5,36,1,0,0,0,252,medium
6.4,44,0,1,0,1,255,low
7,35,1,1,1,0,240,medium
6.8,39,0,1,1,0,255,medium
6.8,41,0,0,0,0,245,low
7,36,0,1,1,0,245,high
9.5,37,0,0,1,0,252,medium
7.1,43,1,0,1,0,240,low
6.7,40,0,0,1,0,241,medium
6.5,34,1,0,0,1,250,medium
6.5,52,1,0,0,0,253,medium
7.2,40,0,0,1,1,255,medium
6.4,41,1,0,0,1,254,medium
8.9,34,1,1,1,0,240,high
6.8,39,1,0,1,1,244,low
6.5,67,0,1,1,0,242,low
6.8,46,0,0,1,1,254,low
6.8,34,0,0,1,1,254,medium
8.7,34,0,1,1,0,240,low
9.4,35,0,0,0,0,248,medium
6.6,46,1,1,1,0,253,high
6.9,36,0,1,1,1,240,high
9.5,34,1,1,1,0,240,low
6.9,39,1,1,0,0,240,low
6.7,34,1,0,0,0,255,high
7,41,0,1,0,0,255,high
7.1,47,0,1,1,1,244,high
7.1,44,0,0,1,0,254,high
6.9,42,1,0,0,1,240,high
7,34,1,0,0,0,244,medium
6.9,39,1,0,0,1,249,medium
7,34,0,1,1,0,251,high
6.5,38,0,0,0,1,253,low
6.6,34,1,0,1,0,254,medium
7,34,0,1,1,1,244,low
7.1,34,0,1,0,0,252,medium
6.7,48,0,0,0,0,250,high
6.5,42,0,0,0,1,240,high
6.7,42,1,1,1,0,241,low
7.1,36,0,0,1,0,240,high
6.4,52,1,1,1,1,252,medium
6.9,34,1,1,0,1,255,medium
6.9,34,0,0,1,0,241,high
6.5,34,1,0,1,0,248,medium
6.7,34,1,0,1,1,253,medium
7,34,1,0,1,0,240,low
9.5,43,1,0,1,0,241,high
6.9,34,0,0,1,1,254,medium
7.1,34,1,0,1,0,255,low
6.8,34,1,1,0,1,243,medium
7,52,0,1,1,1,240,high
